termino;clave;pilar;pilar_disenso;sectorial;sectorial_disenso;colocacion;consenso;n_revisores;revisores;estado_vocabulario;cubierto_por;justificacion
customer health and nutrition;customer health and nutrition;S;;1;0;1;bajo;1;3;cubierto;nutrition;tema ESG de salud y nutricion del cliente en Ahold
disability employment;disability employment;S;;0;0;1;bajo;1;2;cubierto;disability;acuerdos para el empleo de personas con discapacidad
diversity and inclusion;diversity and inclusion;S;;0;0;1;bajo;1;2;cubierto;diversity;informe de diversidad e inclusion de Iberdrola
employee representative;employee representative;S;;0;0;1;bajo;1;2;HUECO;;acuerdos firmados con representantes del personal
employee share ownership plan;employee share ownership plan;S;;0;0;1;bajo;1;3;HUECO;;planes de accionariado y compra de acciones para empleados
employee well-being;employee well being;S;;0;0;1;bajo;1;2;cubierto;employee\s+well\w*;bienestar de los empleados y salud mental
employee wellness;employee wellness;S;;0;0;1;bajo;1;1;cubierto;employee\s+well\w*;Sanofi Take Care programme in 62 countries
Good Manufacturing Practice;good manufacturing practice;S;;1;0;0;bajo;1;3;HUECO;;buenas practicas de fabricacion del sistema de calidad
health and safety;health and safety;S;;0;0;1;bajo;1;3;en vocabulario;;compromiso con la salud y la seguridad de los empleados
healthy sales;healthy sale;S;;1;0;1;bajo;1;2;HUECO;;KPI de ventas saludables del comite de sostenibilidad
human capital;human capital;S;;0;0;1;bajo;1;2;en vocabulario;;capital humano en la clasificacion IIRC y matriz de Ferrari
low-alcohol beer;low alcohol beer;S;;1;0;1;bajo;1;1;HUECO;;AB InBev no- and low-alcohol product opportunity
material safety data sheet;material safety data sheet;S;;1;0;1;bajo;1;1;HUECO;;Total product information for petroleum and chemical products
maternity and paternity leave;maternity and paternity leave;S;;0;0;1;bajo;1;3;cubierto;maternity;permisos por encima del minimo legal en Airbus
pharmacovigilance;pharmacovigilance;S;;1;0;0;bajo;1;3;HUECO;;buenas practicas de farmacovigilancia exigidas por el regulador
private security provider;private security provider;S;;1;0;1;bajo;1;3;HUECO;;empresas de seguridad privada formadas en los VPSHR
product recall;product recall;S;;1;0;1;bajo;1;2;HUECO;;campanas obligatorias de retirada de vehiculos
product responsibility;product responsibility;S;;0;0;1;bajo;1;2;HUECO;;categoria de la matriz de materialidad de Ferrari
product traceability;product traceability;S;;0;0;1;bajo;1;3;HUECO;;serializacion y trazabilidad frente a la falsificacion
quality management system;quality management system;S;;0;0;1;bajo;1;3;HUECO;;sistema de gestion de calidad auditado internamente
quality of supply;quality of supply;S;;1;0;1;bajo;1;1;HUECO;;Iberdrola power outage duration improvement target
rba code of conduct;rba code of conduct;S;;1;0;1;bajo;1;1;cubierto;code of conduct;ASML requires supplier adherence to latest version
reach registration;reach registration;S;;1;0;1;bajo;1;1;HUECO;;Total chemical product regulatory compliance
responsible supply chain management;responsible supply chain management;S;;0;0;1;bajo;1;2;cubierto;supply chain management;supply chain solo es operativo o de emisiones
safety at work;safety at work;S;;0;0;1;bajo;1;1;HUECO;;Ahold sustainable retailing performance focus area
safety data sheet;safety data sheet;S;;1;0;1;bajo;1;2;HUECO;;fichas de datos de seguridad de productos petroquimicos
supplier assessment;supplier assessment;S;;0;0;1;bajo;1;2;en vocabulario;;evaluacion de practicas laborales de proveedores
supplier audit;supplier audit;S;;0;0;1;bajo;1;1;HUECO;;ASML audits supplier GHG capability and maturity
supplier sustainability assessment;supplier sustainability assessment;S;;0;0;1;bajo;1;1;cubierto;sustainability;Nokia supplier score from performance evaluation
supply chain human rights;supply chain human right;S;;0;0;1;bajo;1;1;en vocabulario;;Total supplier selection screens fundamental workplace rights
supply chain responsibility;supply chain responsibility;S;;0;0;1;bajo;1;1;HUECO;;Ferrari material topic on responsible supply chain management
traceability;traceability;S;;0;0;0;bajo;1;2;HUECO;;trazabilidad de productos y de biocombustibles
un guiding principles on business and human rights;un guiding principle on business and human right;S;;0;0;1;bajo;1;1;cubierto;human right;ASML basis for human rights due diligence
vehicle recall;vehicle recall;S;;1;0;1;bajo;1;3;HUECO;;campanas de llamada a revision obligatorias en Mexico
vehicle safety;vehicle safety;S;;1;0;1;bajo;1;2;HUECO;;normas de seguridad de vehiculos y regulacion FMVSS
vulnerable population;vulnerable population;S;;0;0;1;bajo;1;2;HUECO;;seguros inclusivos y ayudas a colectivos vulnerables
women in management;woman in management;S;;0;0;1;bajo;1;1;HUECO;;Iberdrola and Total proportion targets
women in management position;woman in management position;S;;0;0;1;bajo;1;3;HUECO;;objetivo de mujeres en puestos directivos en Iberdrola y Total
working hours;working hour;S;;0;0;1;bajo;1;3;HUECO;;regulacion de jornada descansos y horas extraordinarias
workplace safety;workplace safety;S;;0;0;1;bajo;1;2;HUECO;;safety solo es ambiguo - seguridad en el trabajo
csr policy;csr policy;TRANS;;0;0;1;bajo;1;2;cubierto;csr;revision anual de la politica de RSC del grupo
csr reporting scope;csr reporting scope;TRANS;;0;0;1;bajo;1;2;cubierto;csr;perimetro de reporte de RSC en PSA
esg agenda;esg agenda;TRANS;;0;0;1;bajo;1;2;cubierto;esg;compromiso con stakeholders sobre la agenda ESG
esg ambition;esg ambition;TRANS;;0;0;1;bajo;1;2;cubierto;esg;nivel de ambicion ESG de ASML
esg+f;esg f;TRANS;;0;0;0;bajo;1;1;cubierto;esg;Iberdrola brands itself an ESG plus financial leader
esg factor;esg factor;TRANS;;0;0;1;bajo;1;2;cubierto;esg;impacto financiero material de factores ESG en Nokia
esg score;esg score;TRANS;;0;0;1;bajo;1;2;cubierto;esg;puntuacion ESG externa reportada por Nokia
hse;hse;TRANS;;0;0;0;bajo;1;2;HUECO;;funcion que agrupa salud, seguridad y medio ambiente
iss esg;iss esg;TRANS;;0;0;0;bajo;1;1;cubierto;esg;Total reports upgraded rating from ISS-oekom renamed ISS ESG
materiality;materiality;TRANS;;0;0;0;bajo;1;3;en vocabulario;;analisis de materialidad de asuntos de sostenibilidad
msci esg rating;msci esg rating;TRANS;;0;0;1;bajo;1;1;cubierto;msci esg;Total reports its A rating from MSCI
non-financial performance;non financial performance;TRANS;;0;0;1;bajo;1;2;cubierto;non financial;objetivos financieros y no financieros del negocio
s&p global corporate sustainability assessment;s p global corporate sustainability assessment;TRANS;;0;0;0;bajo;1;2;cubierto;sustainability;metrica de la retribucion variable de AXA
socially responsible investor;socially responsible investor;TRANS;;0;0;1;bajo;1;3;HUECO;;inversores socialmente responsables citados en el rating de Total
stakeholder dialogue;stakeholder dialogue;TRANS;;0;0;1;bajo;1;2;cubierto;stakeholder;dialogo transparente con stakeholders en Total e Iberdrola
stakeholder expectation;stakeholder expectation;TRANS;;0;0;1;bajo;1;3;cubierto;stakeholder;expectativas de los grupos de interes sobre asuntos ESG
supply chain responsible management;supply chain responsible management;TRANS;;0;0;1;bajo;1;3;HUECO;;tema material de gestion responsable de la cadena de suministro
sustainability ambition;sustainability ambition;TRANS;;0;0;1;bajo;1;2;cubierto;sustainability;ambiciones de sostenibilidad de Ahold y ASML
sustainability index;sustainability index;TRANS;;0;0;1;bajo;1;2;cubierto;sustainability;pertenencia a indices de sostenibilidad
sustainability policy;sustainability policy;TRANS;;0;0;1;bajo;1;2;cubierto;sustainability;extension de politicas de sostenibilidad a proveedores
sustainability reporting;sustainability reporting;TRANS;;0;0;1;bajo;1;2;cubierto;sustainability;Corporate Sustainability Reporting Directive y practicas asociadas
sustainability statements;sustainability statement;TRANS;;0;0;1;bajo;1;2;cubierto;sustainability;seccion ESRS del informe anual de ASML
sustainable finance;sustainable finance;TRANS;;0;0;1;bajo;1;1;cubierto;sustainable;Iberdrola green financing and Deutsche Boerse ESG products
sustainable financing;sustainable financing;TRANS;;0;0;1;bajo;1;3;cubierto;sustainable;financiacion sostenible como objetivo de gobernanza de Iberdrola
sustainable growth;sustainable growth;TRANS;;0;0;1;bajo;1;2;cubierto;sustainable;crecimiento sostenible como ambicion declarada
sustainable long-term value creation;sustainable long term value creation;TRANS;;0;0;1;bajo;1;3;cubierto;sustainable;creacion de valor sostenible a largo plazo en Ahold y AXA
sustainable retailing;sustainable retailing;TRANS;;1;0;1;bajo;1;3;cubierto;sustainable;estrategia de venta minorista sostenible propia de Ahold
worlds most ethical companies;world most ethical company;TRANS;;0;0;1;bajo;1;1;cubierto;ethical;Iberdrola and Nokia cite Ethisphere recognition
